지역,센터명,주소,전화번호_1,홈페이지
경북,경상북도청소년상담복지센터,"(36708) 경상북도 안동시 축제장길 20(옥야동, 398-22번)",054-1388,https://gb1388.or.kr:9027/
경북,포항시청소년상담복지센터,(37601) 경상북도 포항시 북구 삼호로 533 청소년수련관 2층,054-252-0020,http://www.phyf.or.kr
경북,경주시청소년상담복지센터,(38088) 경상북도 경주시 알천북로 131 ,054-742-1388,http://youth.gyeongju.go.kr/index.jsp
경북,김천시청소년상담복지센터,(39570) 경상북도 김천시 다삼로3,054-435-1388,https://www.gc.go.kr/support/main.do
경북,안동시청소년상담복지센터,(36708) 경상북도 안동시 축제장길 42,054-859-1318,www.ad1318.or.kr
경북,구미시청소년상담복지센터,(39221) 경상북도 구미시 구미중앙로 11길 13,054-443-1387,www.youthcoc.org
경북,영주시청소년상담복지센터,(36073) 경상북도 영주시 광복로 63,054-634-1318,http://yj1318.or.kr
경북,영천시청소년상담복지센터,(38844) 경상북도 영천시 운동장로 92 체육시설사업소 2층,054-338-1388,http://1388.yc.go.kr
경북,상주시청소년상담복지센터,"(37195) 경상북도 상주시 왕산로 219-11, 상주시청소년상담복지센터 2층",054-535-3511,www.sj7942.org
경북,문경시청소년상담복지센터,(36949) 경상북도 문경시 중앙로50 문경시의회 후관 문경시드림스타트 3층,054-556-1389,https://www.gbmg.go.kr/portalsub/teen1318/main.do
경북,경산시청소년상담복지센터,(38627) 경상북도 경산시 경산로 159-5 역전마을 복합커뮤니티센터 3층,053-819-6400,http://gbgs.go.kr/special/young/index.do
경북,의성군청소년상담복지센터,(37331) 경상북도 의성군 의성읍 충효로 68,054-834-7933,http://counsel.usyouth.go.kr
경북,청송군청소년상담복지센터,(37433) 경상북도 청송군 청송읍 복지타운길77 청소년수련관 2층 상담센터,054-873-7626,www.youth1388.or.kr
경북,영양군청소년상담복지센터,(36540) 경상북도 영양군 영양읍 동서대로 92. 영양군청소년수련관 2층,054-683-1388,yyg.go.kr/youth/yyg1388
경북,영덕군청소년상담복지센터,(36427) 경상북도 영덕군 영덕읍 강변길 324,054-732-1318,https://www.facebook.com/영덕군청소년상담복지센터-1037698109644498/
경북,청도군청소년상담복지센터,(38333) 경상북도 청도군 화양읍 청려로 1846 청소년수련관 3층,054-373-1610,http://cafe.daum.net/cd1388
경북,고령군청소년상담복지센터,(40138) 경상북도 고령군 대가야읍 왕릉로 30 대가야문화누리 4층,054-956-1383,http://art.goryeong.go.kr
경북,성주군청소년상담복지센터,(40031) 경상북도 성주군 성주읍 성주순환로 271-9 청소년문화의집 3층,054-931-1398,sjc1388.co.kr
경북,칠곡군청소년상담복지센터,(39885) 경상북도 칠곡군 왜관읍 2번도로길 83 3층,054-971-0418,https://www.chilgok.go.kr/portal/contents.do?mId=0907070000
경북,예천군청소년상담복지센터,(36849) 경상북도 예천군 예천읍 봉호로 4040,054-654-9901,https://cafe.daum.net/yc2012
경북,봉화군청소년상담복지센터,(36238) 경상북도 봉화군 봉화읍 내성로1길 17-20 봉화군청소년센터 2층,054-674-1388,www.bhw1318.or.kr
경북,울진군청소년상담복지센터,(36324) 경상북도 울진군 울진읍 대나리항길 2 고우이청소년수련관 2층,054-781-0079,http://www.uljin.go.kr/
경남,경상남도청소년상담복지센터,"(51138) 경상남도 창원시 의창구 사림로 45번길 59 경남대표도서관 청소년관 3층, 4층",055-711-1388,http://gn1388.gnyouth.net/
경남,창원시창원청소년상담복지센터,(51412) 경상남도 창원시 성산구 두대로97 3층 청소년상담복지센터,055-225-3900,https://www.changwon.go.kr/depart/contents.do?mId=0502010100
경남,창원시마산청소년상담복지센터,(51358) 경상남도 창원시 마산회원구 팔용로 128 우리누리청소년문화센터 2층,055-245-7941,https://www.changwon.go.kr/depart/contents.do?mId=0502010100
경남,창원시진해청소년상담복지센터,(51629) 경상남도 창원시 진해구 진해대로 1101 진해종합사회복지관 202호,055-551-2000,https://www.changwon.go.kr/depart/contents.do?mId=0502010100
경남,진주시청소년상담복지센터,(52686) 경상남도 진주시 북장대로 6번길 9 (인사동) 1층,055-749-6222,http://youth.jinju.go.kr/
경남,통영시청소년상담복지센터,(53017) 경상남도 통영시 광도면 죽림해안로 187 통영체육청소년센터 3층,055-649-0924,www.tycoun.or.kr
경남,사천시청소년상담복지센터,(52561) 경상남도 사천시 문선4길 23 청소년수련관 3층,055-835-4199,www.youthsacheon.com
경남,김해시청소년상담복지센터,(50912) 경상남도 김해시 가락로 176번길 3 ,055-325-2000,https://www.gimhae.go.kr/00976/01477/01479.web
경남,김해시서부청소년상담복지센터,(51016) 경상남도 김해시 율하2로 210 김해시서부문화센터 2층 ,055-330-7920,https://www.gimhae.go.kr/00976/01477/01479.web
경남,밀양시청소년상담복지센터,"(50436) 경상남도 밀양시 삼문송림길 26, 밀양시청소년수련관 2층",055-355-2000,http://www.miryang1388.kr
경남,거제시청소년상담복지센터,"(53246) 경상남도 거제시 중곡로 46, 고현청소년문화의 집 2층",055-636-2000,http://counsel.geoje.go.kr
경남,양산시청소년상담복지센터,(50620) 경상남도 양산시 양주3길 36 양산시청소년회관 2층,055)381-9695,http://www.yangsan.go.kr/teen/main.do
경남,의령군청소년상담복지센터,(52137) 경상남도 의령군 의령읍 의병로 8길 44,055-572-2000,http://www.uiryeong.go.kr/index.uiryeong?menuCd=DOM_000000405001005006
경남,함안군청소년상담복지센터,(52046) 경상남도 함안군 가야읍 말산 1길 10 청소년수련관 2층,055-583-0924,http://www.haman1388.or.kr/ 
경남,창녕군청소년상담복지센터,(50332) 경상남도 창녕군 창녕읍 화왕산1로 46 5층,055-532-2000,http://www.cng.go.kr/life/00000596/00000603.web
경남,고성군청소년상담복지센터,(52932) 경상남도 고성군 고성읍 교사4길 11,055-673-6882,http://www.gsyon.or.kr/biz/welfare.php
경남,남해군청소년상담복지센터,(52419) 경상남도 남해군 남해읍 망운로 32 종합사회복지관 3층,055-863-5279,www.namhae.go.kr
경남,하동군청소년상담복지센터,(52326) 경상남도 하동군 하동읍 중앙로 72 하동군청소년수련관 3층,055-883-3000,https://www.hadong.go.kr/specialty/00214/00343.web 
경남,산청군청소년상담복지센터,(52226) 경상남도 산청군 산청읍 웅석봉로 92 산청군청소년수련관 2층,055-973-8423,www.sancheong.go.kr
경남,함양군청소년상담복지센터,(50034) 경남 함양군 함양읍 함양여중길 10 함양군건강가정다문화가족지원센터 2층,055-963-7922,http://www.haman1388.or.kr/
경남,거창군청소년상담복지센터,(50130) 경상남도 거창군 거창읍 교촌길 100-30 거창군청소년수련관 3층,055-941-2000,http://www.geochang.go.kr/youth/Index.do?c=YU0401000000
경남,합천군청소년상담복지센터,(50231) 경상남도 합천군 합천읍 옥산로 96-5 3층,055-930-3911,http://www.hc.go.kr/05750/05766/05803.web
제주,제주특별자치도청소년상담복지센터,(63222) 제주특별자치도 제주시 구남로 7길 4 2층 ,064-759-9951,www.jeju1388.or.kr
제주,서귀포시청소년상담복지센터,(63590) 제주특별자치도 서귀포시 일주동로 8643 3층,064-763-9191,http://www.seogwipo.go.kr/youths/counseling/index.htm 
제주,제주시청소년상담복지센터,(63097) 제주특별자치도 제주시 남녕로 39 3층,064-725-7999,www.제주시1388.한국
